alliances_id,countries_id
21,86
21,89
21,90
21,93
21,94
21,97
21,100
21,107
21,108
21,109
21,112
21,120
21,121
21,128
21,129
21,134
21,135
21,137
21,145
21,156
21,157
21,160
21,165
21,171
21,172
21,178
21,181
21,184
21,185
21,186
21,188
21,190
21,194
21,199
22,2
22,4
22,51
22,54
22,62
22,81
22,82
22,93
22,100
22,129
22,145
22,146
22,156
22,190
22,196
23,1
23,3
23,7
23,9
23,10
23,15
23,16
23,21
23,25
23,31
23,41
23,43
23,44
23,46
23,56
23,60
23,61
23,64
23,65
23,67
23,74
23,77
23,78
23,83
23,85
23,90
23,94
23,96
23,101
23,102
23,103
23,110
23,115
23,116
23,117
23,118
23,125
23,132
23,133
23,143
23,144
23,147
23,148
23,154
23,158
23,162
23,163
23,169
23,174
23,175
23,178
23,185
23,186
23,189
23,191
23,192
23,194
24,4
24,22
24,45
24,98
24,105
24,106
24,113
24,121
24,122
24,159
24,166
24,173
24,179
24,200
24,201
25,9
25,16
25,25
25,41
25,43
25,44
25,46
25,56
25,60
25,61
25,65
25,67
25,77
25,78
25,83
25,85
25,96
25,101
25,102
25,103
25,110
25,125
25,133
25,143
25,144
25,147
25,162
25,163
25,169
25,174
25,175
25,191
26,8
26,24
26,35
26,88
26,107
26,114
26,126
26,141
26,161
26,197
27,0
27,1
27,2
27,3
27,4
27,5
27,6
27,7
27,8
27,9
27,10
27,11
27,12
27,13
27,14
27,15
27,16
27,17
27,18
27,19
27,20
27,21
27,22
27,23
27,24
27,25
27,26
27,27
27,28
27,29
27,30
27,31
27,32
27,33
27,34
27,35
27,36
27,37
27,38
27,40
27,41
27,42
27,43
27,44
27,45
27,46
27,47
27,48
27,49
27,50
27,51
27,52
27,53
27,54
27,55
27,56
27,57
27,58
27,59
27,60
27,61
27,62
27,63
27,64
27,65
27,66
27,67
27,68
27,69
27,70
27,71
27,72
27,73
27,75
27,77
27,78
27,79
27,80
27,81
27,82
27,83
27,84
27,85
27,86
27,87
27,88
27,89
27,90
27,91
27,92
27,93
27,94
27,95
27,96
27,97
27,98
27,99
27,100
27,101
27,102
27,103
27,105
27,106
27,107
27,108
27,109
27,110
27,111
27,112
27,113
27,114
27,115
27,116
27,117
27,118
27,120
27,121
27,122
27,123
27,124
27,125
27,126
27,127
27,128
27,129
27,131
27,132
27,133
27,134
27,135
27,136
27,138
27,139
27,140
27,141
27,142
27,143
27,144
27,145
27,146
27,147
27,148
27,149
27,150
27,151
27,152
27,153
27,154
27,155
27,156
27,157
27,158
27,159
27,160
27,161
27,162
27,163
27,164
27,165
27,166
27,167
27,168
27,169
27,170
27,171
27,172
27,173
27,174
27,175
27,176
27,178
27,179
27,180
27,181
27,182
27,183
27,184
27,185
27,186
27,187
27,188
27,189
27,190
27,191
27,192
27,193
27,194
27,195
27,196
27,197
27,199
27,200
27,201
28,0
28,1
28,2
28,3
28,4
28,5
28,6
28,7
28,8
28,9
28,10
28,11
28,12
28,13
28,14
28,15
28,16
28,17
28,18
28,19
28,20
28,21
28,22
28,23
28,24
28,25
28,26
28,27
28,28
28,29
28,30
28,31
28,32
28,33
28,34
28,35
28,36
28,37
28,38
28,39
28,40
28,41
28,42
28,43
28,44
28,45
28,46
28,47
28,48
28,49
28,50
28,51
28,52
28,53
28,54
28,55
28,56
28,57
28,58
28,59
28,60
28,61
28,62
28,63
28,64
28,65
28,66
28,67
28,68
28,69
28,70
28,71
28,72
28,73
28,75
28,77
28,78
28,79
28,80
28,81
28,82
28,83
28,84
28,85
28,86
28,87
28,88
28,89
28,90
28,91
28,92
28,93
28,94
28,95
28,96
28,97
28,98
28,99
28,100
28,102
28,103
28,105
28,106
28,107
28,108
28,109
28,110
28,111
28,112
28,113
28,114
28,115
28,116
28,117
28,118
28,120
28,121
28,122
28,123
28,124
28,125
28,126
28,127
28,128
28,129
28,130
28,131
28,132
28,133
28,134
28,135
28,136
28,137
28,138
28,139
28,140
28,141
28,142
28,143
28,144
28,145
28,146
28,147
28,148
28,149
28,150
28,151
28,152
28,153
28,154
28,155
28,156
28,157
28,158
28,159
28,160
28,161
28,162
28,163
28,164
28,165
28,166
28,167
28,168
28,169
28,170
28,171
28,172
28,173
28,174
28,175
28,176
28,178
28,179
28,180
28,181
28,182
28,183
28,184
28,185
28,186
28,187
28,188
28,189
28,190
28,191
28,192
28,193
28,194
28,195
28,196
28,197
28,199
28,200
28,201
29,6
29,20
29,23
29,35
29,37
29,51
29,72
29,140
29,141
29,172
29,193
29,196
30,1
30,4
30,5
30,6
30,7
30,8
30,9
30,12
30,13
30,14
30,16
30,17
30,18
30,20
30,22
30,23
30,24
30,25
30,26
30,27
30,28
30,29
30,30
30,31
30,32
30,33
30,34
30,35
30,36
30,37
30,40
30,41
30,42
30,43
30,44
30,45
30,46
30,47
30,48
30,49
30,51
30,52
30,53
30,56
30,59
30,60
30,61
30,62
30,63
30,64
30,65
30,66
30,67
30,68
30,69
30,70
30,71
30,72
30,73
30,75
30,76
30,77
30,78
30,79
30,80
30,83
30,84
30,85
30,86
30,87
30,88
30,89
30,91
30,93
30,94
30,95
30,96
30,98
30,101
30,102
30,103
30,104
30,105
30,106
30,107
30,108
30,109
30,110
30,112
30,113
30,114
30,115
30,117
30,118
30,120
30,121
30,122
30,124
30,125
30,126
30,127
30,128
30,129
30,132
30,133
30,134
30,135
30,138
30,139
30,140
30,141
30,142
30,143
30,144
30,145
30,146
30,147
30,148
30,149
30,150
30,151
30,152
30,153
30,156
30,157
30,160
30,161
30,162
30,163
30,164
30,166
30,167
30,169
30,170
30,172
30,173
30,174
30,175
30,177
30,178
30,179
30,180
30,181
30,182
30,183
30,184
30,185
30,188
30,189
30,190
30,191
30,192
30,193
30,195
30,196
30,197
30,199
30,200
30,201
